Código ,Nombre,Código ,Nombre,Código ,Nombre,,LATITUD,LONGITUD
13,BOLÍVAR,13030,ALTOS DEL ROSARIO,13030002,LA PACHA,CP,8.7443077720000009,-74.167805414
13,BOLÍVAR,13030,ALTOS DEL ROSARIO,13030003,SAN ISIDRO,CP,8.7761689349999994,-74.274951561999998
13,BOLÍVAR,13030,ALTOS DEL ROSARIO,13030004,SANTA LUCÍA,CP,8.6728074670000002,-74.207431124999999
13,BOLÍVAR,13030,ALTOS DEL ROSARIO,13030005,SAN ISIDRO 2,CP,8.8026424379999995,-74.272159314000007
13,BOLÍVAR,13042,ARENAL,13042000,ARENAL,CM,8.4586304380000001,-73.941115826000001
13,BOLÍVAR,13042,ARENAL,13042001,BUENAVISTA,CP,8.467496787,-73.883807615999999
13,BOLÍVAR,13042,ARENAL,13042002,CARNIZALA,CP,8.4548439910000006,-73.901469667000001
13,BOLÍVAR,13042,ARENAL,13042003,SAN RAFAEL,CP,8.4393626889999993,-73.911362881000002
13,BOLÍVAR,13042,ARENAL,13042007,SANTO DOMINGO,CP,8.3680129369999996,-74.130151479000006
13,BOLÍVAR,13052,ARJONA,13052000,ARJONA,CM,10.256634523000001,-75.344500715999999
13,BOLÍVAR,13052,ARJONA,13052001,PUERTO BADEL (CAÑO SALADO),CP,10.119212667999999,-75.475821316999998
13,BOLÍVAR,13052,ARJONA,13052002,GAMBOTE,CP,10.162336555,-75.298797987
13,BOLÍVAR,13052,ARJONA,13052003,ROCHA,CP,10.109625538,-75.413036644000002
13,BOLÍVAR,13052,ARJONA,13052004,SINCERÍN,CP,10.14261971,-75.275211748999993
13,BOLÍVAR,13052,ARJONA,13052005,SAN RAFAEL DE LA CRUZ,CP,10.232221888,-75.341031399000002
13,BOLÍVAR,13052,ARJONA,13052007,CONDOMINIO HACIENDA,CP,10.295457956,-75.380582867000001
13,BOLÍVAR,13052,ARJONA,13052008,EL REMANSO,CP,10.245791015,-75.305041380000006
13,BOLÍVAR,13062,ARROYOHONDO,13062000,ARROYOHONDO,CM,10.242798482,-75.017192678000001
13,BOLÍVAR,13062,ARROYOHONDO,13062001,MACHADO,CP,10.24099904,-74.968301612999994
13,BOLÍVAR,13062,ARROYOHONDO,13062002,MONROY,CP,10.178230308,-75.086577145000007
13,BOLÍVAR,13062,ARROYOHONDO,13062003,PILÓN,CP,10.310045684,-75.005541132999994
13,BOLÍVAR,13062,ARROYOHONDO,13062004,SATO,CP,10.268613330000001,-74.972388018999993
13,BOLÍVAR,13062,ARROYOHONDO,13062006,SAN FRANCISCO (SOLABANDA),CP,10.168433963,-75.108824927000001
13,BOLÍVAR,13074,BARRANCO DE LOBA,13074000,BARRANCO DE LOBA,CM,8.9477301590000007,-74.105224284000002
13,BOLÍVAR,13074,BARRANCO DE LOBA,13074003,RÍONUEVO,CP,8.8085636160000007,-74.268699955000002
13,BOLÍVAR,13074,BARRANCO DE LOBA,13074004,SAN ANTONIO,CP,8.8714257090000004,-74.119379468999995
13,BOLÍVAR,13074,BARRANCO DE LOBA,13074005,LOS CERRITOS,CP,8.8598562229999995,-74.273873033000001
13,BOLÍVAR,13074,BARRANCO DE LOBA,13074006,LAS DELICIAS,CP,8.8967584229999996,-74.110041745999993
13,BOLÍVAR,13140,CALAMAR,13140000,CALAMAR,CM,10.251963358999999,-74.913629282000002
13,BOLÍVAR,13140,CALAMAR,13140002,BARRANCA NUEVA,CP,10.196108422,-74.936161709000004
13,BOLÍVAR,13140,CALAMAR,13140003,BARRANCA VIEJA,CP,10.149577446,-74.949751685999999
13,BOLÍVAR,13140,CALAMAR,13140004,HATO VIEJO,CP,10.303709998,-75.039305412000004
13,BOLÍVAR,13140,CALAMAR,13140009,YUCAL,CP,10.128136208000001,-74.952215609000007
13,BOLÍVAR,13140,CALAMAR,13140011,EL PROGRESO,CP,10.169858885,-75.029772288999993
13,BOLÍVAR,13160,CANTAGALLO,13160000,CANTAGALLO,CM,7.3783105410000003,-73.914647970000004
13,BOLÍVAR,13160,CANTAGALLO,13160001,SAN LORENZO,CP,7.2484066389999997,-74.024912295999997
13,BOLÍVAR,13160,CANTAGALLO,13160002,BRISAS DE BOLÍVAR,CP,7.3617211070000002,-73.928302802999994
13,BOLÍVAR,13160,CANTAGALLO,13160011,LA VICTORIA,CP,7.3428024839999999,-73.985349959999994
13,BOLÍVAR,13160,CANTAGALLO,13160015,LOS PATICOS,CP,7.2729690939999996,-73.940775122999995
13,BOLÍVAR,13160,CANTAGALLO,13160017,NO HAY COMO DIOS,CP,7.228401399,-74.024724003000003
13,BOLÍVAR,13160,CANTAGALLO,13160019,SINZONA,CP,7.4213445560000002,-73.915933721000002
13,BOLÍVAR,13160,CANTAGALLO,13160021,BUENOS AIRES,CP,7.3017263689999998,-73.939178303999995
13,BOLÍVAR,13160,CANTAGALLO,13160022,LA PEÑA,CP,7.3157875729999997,-73.986714022000001
13,BOLÍVAR,13160,CANTAGALLO,13160023,PATICO BAJO,CP,7.315889694,-73.943969648999996
13,BOLÍVAR,13160,CANTAGALLO,13160024,CUATRO BOCAS,CP,7.2116655869999997,-74.014243612000001
13,BOLÍVAR,13188,CICUCO,13188000,CICUCO,CM,9.2746503869999994,-74.645709930999999
13,BOLÍVAR,13188,CICUCO,13188001,CAMPO SERENO,CP,9.1765133940000005,-74.710151784000004
13,BOLÍVAR,13188,CICUCO,13188002,LA PEÑA,CP,9.2268850810000007,-74.739920230999999
13,BOLÍVAR,13188,CICUCO,13188003,SAN FRANCISCO DE LOBA,CP,9.1842426740000001,-74.723347808
13,BOLÍVAR,13188,CICUCO,13188005,PUEBLO NUEVO,CP,9.2156351490000006,-74.758516483999998
13,BOLÍVAR,13188,CICUCO,13188006,BODEGA,CP,9.2791830859999997,-74.678136882999993
13,BOLÍVAR,13212,CÓRDOBA,13212000,CÓRDOBA,CM,9.5869070490000006,-74.827458618999998
13,BOLÍVAR,13212,CÓRDOBA,13212001,GUAIMARAL,CP,9.4944738579999992,-74.977191919999996
13,BOLÍVAR,13212,CÓRDOBA,13212003,LA MONTAÑA DE ALONSO (MARTÍN ALONSO),CP,9.4642401589999992,-74.954261127999999
13,BOLÍVAR,13212,CÓRDOBA,13212005,SAN ANDRÉS,CP,9.5240688369999997,-74.877609253000003
13,BOLÍVAR,13212,CÓRDOBA,13212006,SINCELEJITO,CP,9.4449458310000001,-74.978894492999999
13,BOLÍVAR,13212,CÓRDOBA,13212007,TACAMOCHITO,CP,9.4514174329999996,-74.818405154999994
13,BOLÍVAR,13212,CÓRDOBA,13212008,TACAMOCHO,CP,9.477321474,-74.800235294999993
13,BOLÍVAR,13212,CÓRDOBA,13212009,SANTA LUCÍA,CP,9.4636345249999998,-74.849418374999999
13,BOLÍVAR,13212,CÓRDOBA,13212010,LA SIERRA,CP,9.5645667640000003,-74.958740289999994
13,BOLÍVAR,13212,CÓRDOBA,13212011,LAS MARÍAS,CP,9.4476161619999992,-74.934503376999999
13,BOLÍVAR,13212,CÓRDOBA,13212012,PUEBLO NUEVO,CP,9.4376051459999992,-74.908682350000007
13,BOLÍVAR,13212,CÓRDOBA,13212013,SANAHUARE,CP,9.4373600230000001,-74.884397128000003
13,BOLÍVAR,13212,CÓRDOBA,13212014,SOCORRO 1,CP,9.4554028100000007,-74.988768930000006
13,BOLÍVAR,13212,CÓRDOBA,13212015,BELLAVISTA,CP,9.4566876719999993,-74.949083478999995
13,BOLÍVAR,13212,CÓRDOBA,13212016,LAS LOMITAS,CP,9.4817425830000008,-74.913274307999998
13,BOLÍVAR,13222,CLEMENCIA,13222000,CLEMENCIA,CM,10.567540049,-75.328512024000005
13,BOLÍVAR,13222,CLEMENCIA,13222001,LAS CARAS,CP,10.550407315999999,-75.240806841999998
13,BOLÍVAR,13222,CLEMENCIA,13222002,EL PEÑIQUE,CP,10.538758981999999,-75.260587627000007
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244000,EL CARMEN DE BOLÍVAR,CM,9.7185201219999993,-75.121204547999994
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244001,BAJO GRANDE,CP,9.6867388519999995,-75.223267759999999
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244002,CARACOLÍ GRANDE,CP,9.7396899119999993,-75.227375769999995
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244003,EL SALADO,CP,9.5821338409999992,-75.035688415999999
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244004,JESÚS DEL MONTE,CP,9.7492079950000008,-74.980504041000003
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244005,MACAYEPOS,CP,9.6799570979999991,-75.341166579000003
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244006,SAN CARLOS,CP,9.7112411919999992,-75.236869835999997
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244007,SAN ISIDRO,CP,9.7663899010000002,-75.217410283000007
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244008,HATO NUEVO,CP,9.7323296670000001,-75.057661807000002
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244011,EL RAIZAL,CP,9.7060298159999991,-75.216274670000004
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244014,SANTA LUCÍA,CP,9.6971784200000002,-75.221338947000007
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244017,SANTO DOMINGO DE MEZA,CP,9.7985918830000003,-75.315654265999996
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244018,EL HOBO,CP,9.6716231500000003,-75.237157863999997
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244019,ARROYO ARENA,CP,9.7265461379999998,-75.17066045
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244020,LÁZARO,CP,9.7194614060000006,-75.313868335999999
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244021,PADULA,CP,9.6636439109999994,-75.130464066000002
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,13244022,VERDÚN,CP,9.645548453,-75.141863142999995
13,BOLÍVAR,13248,EL GUAMO,13248000,EL GUAMO,CM,10.030874074,-74.976101790000001
13,BOLÍVAR,13248,EL GUAMO,13248001,LA ENEA,CP,10.067784155,-74.942487549000006
13,BOLÍVAR,13248,EL GUAMO,13248002,SAN JOSÉ DE LATA,CP,10.048107541,-75.027978535000003
13,BOLÍVAR,13248,EL GUAMO,13248003,NERVITÍ,CP,9.9956334200000008,-74.799459021999994
13,BOLÍVAR,13248,EL GUAMO,13248004,ROBLES,CP,10.074858802,-74.843169747000005
13,BOLÍVAR,13248,EL GUAMO,13248005,TASAJERA,CP,10.025594830999999,-74.822577304000006
13,BOLÍVAR,13268,EL PEÑÓN,13268000,EL PEÑÓN,CM,8.9882829350000009,-73.949288542999994
13,BOLÍVAR,13268,EL PEÑÓN,13268003,BUENOS AIRES,CP,8.7507356040000008,-73.933346537000006
13,BOLÍVAR,13268,EL PEÑÓN,13268004,CASTAÑAL,CP,8.9448205620000003,-73.939302767000001
13,BOLÍVAR,13268,EL PEÑÓN,13268006,LA CHAPETONA,CP,8.8966900320000004,-73.965507747999993
13,BOLÍVAR,13268,EL PEÑÓN,13268008,JAPÓN,CP,8.9364746719999992,-73.870837287000001
13,BOLÍVAR,13268,EL PEÑÓN,13268013,LA HUMAREDA,CP,8.9059313059999994,-73.874038298000002
13,BOLÍVAR,13268,EL PEÑÓN,13268017,PEÑONCITO,CP,8.9759777740000004,-73.928990631000005
13,BOLÍVAR,13300,HATILLO DE LOBA,13300000,HATILLO DE LOBA,CM,8.9557076089999992,-74.078329847999996
13,BOLÍVAR,13300,HATILLO DE LOBA,13300001,EL POZÓN,CP,9.0006055099999998,-74.401077674000007
13,BOLÍVAR,13300,HATILLO DE LOBA,13300002,JUANA SÁNCHEZ,CP,8.9643013059999994,-74.023487110999994
13,BOLÍVAR,13300,HATILLO DE LOBA,13300003,LA RIBONA,CP,9.01355197,-74.061864044999993
13,BOLÍVAR,13300,HATILLO DE LOBA,13300004,LA VICTORIA,CP,8.9488702660000001,-74.219751212999995
13,BOLÍVAR,13300,HATILLO DE LOBA,13300005,PUEBLO NUEVO,CP,8.9720897219999998,-74.340080639000007
13,BOLÍVAR,13300,HATILLO DE LOBA,13300006,SAN MIGUEL,CP,8.9828643810000006,-73.992241390000004
13,BOLÍVAR,13300,HATILLO DE LOBA,13300007,CERRO DE LAS AGUADAS,CP,8.954224473,-74.054418259000002
13,BOLÍVAR,13300,HATILLO DE LOBA,13300008,LAS BRISAS,CP,8.9715237489999993,-74.367125393999999
13,BOLÍVAR,13300,HATILLO DE LOBA,13300009,GUALÍ,CP,8.9588307900000004,-74.157966485000003
13,BOLÍVAR,13300,HATILLO DE LOBA,13300010,LAS PALMAS,CP,8.974611415,-74.379646804000004
13,BOLÍVAR,13430,MAGANGUÉ,13430000,MAGANGUÉ,CM,9.2685404820000006,-74.770174570999998
13,BOLÍVAR,13430,MAGANGUÉ,13430001,BARBOSA,CP,9.0239355460000006,-74.637641017999997
13,BOLÍVAR,13430,MAGANGUÉ,13430002,BARRANCA DE YUCA,CP,9.1793655360000006,-74.853006921000002
13,BOLÍVAR,13430,MAGANGUÉ,13430003,BETANIA,CP,9.3802502679999993,-74.821581097000006
13,BOLÍVAR,13430,MAGANGUÉ,13430004,BOCA DE SAN ANTONIO,CP,9.0411205779999992,-74.764375784999999
13,BOLÍVAR,13430,MAGANGUÉ,13430006,CASCAJAL,CP,9.3145936030000005,-74.806676897000003
13,BOLÍVAR,13430,MAGANGUÉ,13430007,CEIBAL,CP,9.3556913589999997,-74.809573904999993
13,BOLÍVAR,13430,MAGANGUÉ,13430008,COYONGAL,CP,8.9182180009999996,-74.488352825000007
13,BOLÍVAR,13430,MAGANGUÉ,13430009,EL RETIRO,CP,9.1693328889999997,-74.734907246000006
13,BOLÍVAR,13430,MAGANGUÉ,13430010,GUAZO,CP,9.1596535849999992,-74.736343921
13,BOLÍVAR,13430,MAGANGUÉ,13430011,HENEQUÉN,CP,9.2719311169999994,-74.831128590999995
13,BOLÍVAR,13430,MAGANGUÉ,13430013,JUAN ARIAS,CP,9.3240229919999997,-74.922126301999995
13,BOLÍVAR,13430,MAGANGUÉ,13430014,LA PASCUALA,CP,9.3960849789999994,-74.813343411999995
13,BOLÍVAR,13430,MAGANGUÉ,13430015,LA VENTURA,CP,9.2241312949999994,-74.881695969999996
13,BOLÍVAR,13430,MAGANGUÉ,13430016,LAS BRISAS,CP,9.4324402719999991,-74.746813674999999
13,BOLÍVAR,13430,MAGANGUÉ,13430017,MADRID,CP,9.1938524410000007,-74.749654110999998
13,BOLÍVAR,13430,MAGANGUÉ,13430018,PALMARITO,CP,9.0561525669999998,-74.672499926
13,BOLÍVAR,13430,MAGANGUÉ,13430019,PANSEGÜITA,CP,9.0923091530000004,-74.703780301999998
13,BOLÍVAR,13430,MAGANGUÉ,13430020,PIÑALITO,CP,9.1339441370000003,-74.797285470999995
13,BOLÍVAR,13430,MAGANGUÉ,13430021,SAN RAFAEL DE CORTINA,CP,9.3041620789999993,-74.774887539999995
13,BOLÍVAR,13430,MAGANGUÉ,13430022,SAN JOSÉ DE LAS MARTAS,CP,8.9906619209999992,-74.538506307999995
13,BOLÍVAR,13430,MAGANGUÉ,13430023,SAN SEBASTIÁN DE BUENAVISTA,CP,8.9911884000000004,-74.588052520000005
13,BOLÍVAR,13430,MAGANGUÉ,13430024,SANTA FE,CP,9.2957610099999997,-74.711311812000005
13,BOLÍVAR,13430,MAGANGUÉ,13430025,SANTA LUCÍA,CP,9.3141487969999996,-74.710770212
13,BOLÍVAR,13430,MAGANGUÉ,13430026,SANTA MÓNICA,CP,8.8235470300000003,-74.476306621000006
13,BOLÍVAR,13430,MAGANGUÉ,13430027,SANTA PABLA,CP,8.8438445629999993,-74.465495966000006
13,BOLÍVAR,13430,MAGANGUÉ,13430028,SITIO NUEVO,CP,9.0152821979999995,-74.607464405000002
13,BOLÍVAR,13430,MAGANGUÉ,13430029,PUERTO KENNEDY,CP,9.3440633080000008,-74.711805167999998
13,BOLÍVAR,13430,MAGANGUÉ,13430030,TACALOA,CP,9.4131659919999997,-74.75582842
13,BOLÍVAR,13430,MAGANGUÉ,13430031,TACASALUMA,CP,9.1060949390000001,-74.802015126000001
13,BOLÍVAR,13430,MAGANGUÉ,13430032,TOLÚ,CP,8.9717705300000006,-74.533848735000007
13,BOLÍVAR,13430,MAGANGUÉ,13430036,PLAYA DE LAS FLORES,CP,8.8773080059999998,-74.467706340000007
13,BOLÍVAR,13430,MAGANGUÉ,13430038,EL CUATRO,CP,9.3096938229999999,-74.873926980999997
13,BOLÍVAR,13430,MAGANGUÉ,13430039,BOCA DE GUAMAL,CP,8.9074120899999993,-74.480835459000005
13,BOLÍVAR,13430,MAGANGUÉ,13430040,TRES PUNTAS,CP,9.1898339320000009,-74.893073665000003
13,BOLÍVAR,13430,MAGANGUÉ,13430041,EMAUS,CP,9.2832313719999995,-74.910385336000004
13,BOLÍVAR,13430,MAGANGUÉ,13430047,PUERTO NARIÑO,CP,9.1991427889999997,-74.738028005999993
13,BOLÍVAR,13430,MAGANGUÉ,13430048,PUNTA DE CARTAGENA,CP,8.8866744830000002,-74.474858897000004
13,BOLÍVAR,13430,MAGANGUÉ,13430049,ROMA,CP,8.9382149309999992,-74.502330864000001
13,BOLÍVAR,13430,MAGANGUÉ,13430051,SAN ANTOÑITO,CP,9.1355050940000009,-74.833880207999997
13,BOLÍVAR,13430,MAGANGUÉ,13430052,SANTA COITA,CP,8.9490378840000009,-74.520364387000001
13,BOLÍVAR,13430,MAGANGUÉ,13430053,FLORENCIA,CP,9.3136687219999992,-74.891516081000006
13,BOLÍVAR,13433,MAHATES,13433000,MAHATES,CM,10.233242831,-75.191608721999998
13,BOLÍVAR,13433,MAHATES,13433001,EVITAR,CP,10.272177893,-75.159501302999999
13,BOLÍVAR,13433,MAHATES,13433002,GAMERO,CP,10.205683026000001,-75.211416900000003
13,BOLÍVAR,13433,MAHATES,13433003,MALAGANA,CP,10.140956408999999,-75.226047371000007
13,BOLÍVAR,13433,MAHATES,13433004,SAN BASILIO DE PALENQUE,CP,10.104563880000001,-75.199316573000004
13,BOLÍVAR,13433,MAHATES,13433005,SAN JOAQUÍN,CP,10.160843272999999,-75.108782856000005
13,BOLÍVAR,13433,MAHATES,13433009,MANDINGA,CP,10.141866056,-75.138220473000004
13,BOLÍVAR,13433,MAHATES,13433010,CRUZ DEL VIZO,CP,10.133853616,-75.242439790000006
13,BOLÍVAR,13433,MAHATES,13433011,LA MANGA,CP,10.132547950999999,-75.166263827999998
13,BOLÍVAR,13440,MARGARITA,13440000,MARGARITA,CM,9.1555504719999998,-74.280821756999998
13,BOLÍVAR,13440,MARGARITA,13440001,BOTÓN DE LEIVA,CP,9.1535301100000002,-74.253943934999995
13,BOLÍVAR,13440,MARGARITA,13440002,CANTERA,CP,9.0671363120000006,-74.165317424999998
13,BOLÍVAR,13440,MARGARITA,13440003,CAUSADO,CP,9.1313860469999995,-74.320377624000002
13,BOLÍVAR,13440,MARGARITA,13440004,CHILLOA,CP,9.1166093129999997,-74.219552831000001
13,BOLÍVAR,13440,MARGARITA,13440005,DOÑA JUANA,CP,9.0934130090000007,-74.194395843999999
13,BOLÍVAR,13440,MARGARITA,13440007,MAMONCITO,CP,9.0461040839999995,-74.264531872999996
13,BOLÍVAR,13440,MARGARITA,13440008,SANDOVAL,CP,9.1342780220000002,-74.245185472000003
13,BOLÍVAR,13440,MARGARITA,13440010,SAN JOSÉ DE LOS TRAPICHES,CP,9.1240460460000001,-74.234212726999999
13,BOLÍVAR,13440,MARGARITA,13440011,COROCITO,CP,9.066418165,-74.278492681000003
13,BOLÍVAR,13440,MARGARITA,13440012,GUATAQUITA,CP,9.0165004250000003,-74.216411605999994
13,BOLÍVAR,13440,MARGARITA,13440014,CAÑO MONO,CP,,
13,BOLÍVAR,13440,MARGARITA,13440017,LA MONTAÑA,CP,,
13,BOLÍVAR,13442,MARÍA LA BAJA,13442000,MARÍA LA BAJA,CM,9.9825536069999998,-75.300596820999999
13,BOLÍVAR,13442,MARÍA LA BAJA,13442001,CORREA,CP,10.042849982,-75.405174578
13,BOLÍVAR,13442,MARÍA LA BAJA,13442002,EL NÍSPERO,CP,9.935997403,-75.423179078999993
13,BOLÍVAR,13442,MARÍA LA BAJA,13442003,FLAMENCO,CP,9.9859268980000007,-75.396820348000006
13,BOLÍVAR,13442,MARÍA LA BAJA,13442004,MANPUJÁN,CP,9.9914967820000005,-75.236123629000005
13,BOLÍVAR,13442,MARÍA LA BAJA,13442005,ÑANGUMA,CP,10.008283115999999,-75.455391371000005
13,BOLÍVAR,13442,MARÍA LA BAJA,13442006,RETIRO NUEVO,CP,9.9174053339999997,-75.371627529999998
13,BOLÍVAR,13442,MARÍA LA BAJA,13442007,SAN JOSÉ DEL PLAYÓN,CP,9.8811728240000001,-75.329299548999998
13,BOLÍVAR,13442,MARÍA LA BAJA,13442008,SAN PABLO,CP,10.051627128,-75.268090978999993
13,BOLÍVAR,13442,MARÍA LA BAJA,13442009,EL MAJAGUA,CP,10.033647394000001,-75.262184661999996
13,BOLÍVAR,13442,MARÍA LA BAJA,13442011,LOS BELLOS,CP,9.9351602260000007,-75.385006364999995
13,BOLÍVAR,13442,MARÍA LA BAJA,13442012,MATUYA,CP,9.9419108569999999,-75.302974019000004
13,BOLÍVAR,13442,MARÍA LA BAJA,13442014,COLÚ,CP,9.9249192149999992,-75.345369826999999
13,BOLÍVAR,13442,MARÍA LA BAJA,13442015,EL FLORIDO,CP,9.9440978050000002,-75.348781399000003
13,BOLÍVAR,13442,MARÍA LA BAJA,13442016,NUEVO RETÉN,CP,9.9013080490000007,-75.353368568999997
13,BOLÍVAR,13442,MARÍA LA BAJA,13442017,ARROYO GRANDE,CP,9.8941944619999997,-75.355784295999996
13,BOLÍVAR,13442,MARÍA LA BAJA,13442019,NUEVA ESPERANZA,CP,9.9113981550000005,-75.350441055999994
13,BOLÍVAR,13442,MARÍA LA BAJA,13442020,PUEBLO NUEVO,CP,9.8795806840000004,-75.389132072999999
13,BOLÍVAR,13442,MARÍA LA BAJA,13442022,PRIMERO DE JULIO,CP,10.042207846,-75.261375792999999
13,BOLÍVAR,13442,MARÍA LA BAJA,13442023,EL SENA,CP,9.9826713409999996,-75.268731130999996
13,BOLÍVAR,13442,MARÍA LA BAJA,13442024,LA CURVA,CP,9.9636123960000003,-75.282262739999993
13,BOLÍVAR,13442,MARÍA LA BAJA,13442025,LA PISTA,CP,10.041094311,-75.264928881000003
13,BOLÍVAR,13442,MARÍA LA BAJA,13442026,MARQUEZ,CP,9.9696028590000001,-75.278408987000006
13,BOLÍVAR,13442,MARÍA LA BAJA,13442027,MUNGUIA,CP,10.007891499999999,-75.262717379999998
13,BOLÍVAR,13442,MARÍA LA BAJA,13442030,CEDRITO,CP,9.9342835110000003,-75.356345425000001
13,BOLÍVAR,13442,MARÍA LA BAJA,13442031,EL GUAMO,CP,9.8859839029999996,-75.349263832999995
13,BOLÍVAR,13442,MARÍA LA BAJA,13442034,GUARISMO,CP,9.9650163379999999,-75.361606551999998
13,BOLÍVAR,13442,MARÍA LA BAJA,13442035,LA SUPREMA,CP,9.9298837449999997,-75.308374744999995
13,BOLÍVAR,13442,MARÍA LA BAJA,13442040,NUEVO PORVENIR,CP,9.9056291699999992,-75.370317221999997
13,BOLÍVAR,13442,MARÍA LA BAJA,13442043,SUCESIÓN,CP,9.8980270089999998,-75.337210807999995
13,BOLÍVAR,13442,MARÍA LA BAJA,13442044,TOMA RAZÓN,CP,9.9181529430000008,-75.331585344000004
13,BOLÍVAR,13442,MARÍA LA BAJA,13442045,EL PUEBLITO,CP,9.9315611990000008,-75.297506007999999
13,BOLÍVAR,13458,MONTECRISTO,13458000,MONTECRISTO,CM,8.2993727410000009,-74.468563601
13,BOLÍVAR,13458,MONTECRISTO,13458001,BETANIA,CP,8.3675148319999995,-74.484927294000002
13,BOLÍVAR,13458,MONTECRISTO,13458002,LA DORADA,CP,8.3451330039999991,-74.477860547999995
13,BOLÍVAR,13458,MONTECRISTO,13458003,PARAÍSO,CP,,
13,BOLÍVAR,13458,MONTECRISTO,13458004,PUEBLO LINDO,CP,8.2530455909999993,-74.496385726
13,BOLÍVAR,13458,MONTECRISTO,13458005,PUEBLO NUEVO - REGENCIA,CP,8.0978655790000005,-74.629570952999998
13,BOLÍVAR,13458,MONTECRISTO,13458006,PUERTO ESPAÑA,CP,8.2483043309999999,-74.530657356999995
13,BOLÍVAR,13458,MONTECRISTO,13458007,PLATANAL,CP,8.2386238110000001,-74.509210886999995
13,BOLÍVAR,13458,MONTECRISTO,13458008,SAN AGUSTÍN,CP,,
13,BOLÍVAR,13458,MONTECRISTO,13458012,VILLA URIBE,CP,8.0653122560000003,-74.586124441999999
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468000,"SANTA CRUZ DE MOMPOX, DISTRITO ESPECIAL, TURÍSTICO, CULTURAL E HISTÓRICO",CM,9.2438937019999994,-74.427889132999994
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468001,CALDERA,CP,9.0740993099999994,-74.492560822000002
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468002,CANDELARIA,CP,9.0695294250000007,-74.523443119999996
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468008,GUAIMARAL,CP,9.1149518359999995,-74.595906028000002
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468009,GUATACA,CP,9.2098990490000006,-74.379911636000003
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468010,LA JAGUA,CP,9.1031802049999992,-74.669869914000003
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468011,LA LOBATA,CP,9.1474870750000008,-74.540269937999994
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468013,LA RINCONADA,CP,9.2336017459999997,-74.497054664999993
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468014,LAS BOQUILLAS,CP,9.1176107579999996,-74.563804680999993
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468015,LOMA DE SIMÓN,CP,9.2262107479999997,-74.463940801999996
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468016,LOS PIÑONES,CP,9.0962529369999992,-74.458159756000001
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468020,SAN IGNACIO,CP,9.1072232320000008,-74.710046577
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468022,SAN NICOLÁS,CP,9.1405838090000007,-74.649270728999994
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468023,SANTA CRUZ,CP,9.0844487150000006,-74.689813866999998
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468024,SANTA ROSA,CP,9.0694615110000001,-74.67144983
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468025,SANTA TERESITA,CP,9.2480623509999997,-74.475477420000004
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468028,ANCÓN,CP,9.224959535,-74.524060718000001
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468030,LA TRAVESÍA,CP,9.0331295919999999,-74.613036479000002
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468031,PUEBLO NUEVO,CP,9.1618572720000007,-74.368555326999996
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468033,BOMBA,CP,9.0226935820000005,-74.602176004
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,13468036,EL ROSARIO,CP,9.0500375739999992,-74.634578227999995
